Date,Income,Expenses,Department,Region,Customer_Satisfaction_Score,Transaction_Count,Profit
2023-10-09,35358,27900,Marketing,East,2,24,7458
2022-06-27,25933,9626,Finance,North,4,227,16307
2020-01-13,40034,7262,Sales,South,7,339,32772
2022-07-22,11947,7414,Operations,West,9,381,4533
2023-03-22,29715,15353,Marketing,East,9,409,14362
2020-08-26,40956,20559,Marketing,South,3,395,20397
2023-04-28,31644,17312,Finance,East,7,265,14332
2021-10-24,25310,10240,Sales,East,4,6,15070
2023-01-14,32450,19053,Marketing,West,9,58,13397
2022-11-10,26303,14049,Marketing,South,7,100,12254
2021-11-24,34031,10122,IT,South,6,122,23909
2023-09-04,39250,9993,Marketing,North,9,357,29257
2023-03-27,31853,23876,Operations,South,7,157,7977
2022-08-28,27977,20613,Marketing,South,8,201,7364
2022-08-21,24465,13211,IT,West,5,225,11254
2020-03-16,20225,18515,HR,North,4,471,1710
2020-11-24,26640,13997,HR,West,1,463,12643
2023-12-10,41535,21335,Operations,South,8,267,20200
2023-05-11,49280,7175,Finance,North,6,151,42105
2023-06-06,12991,7405,Finance,West,4,410,5586
2020-05-31,27801,24747,Operations,North,3,257,3054
2020-03-12,34144,12341,Marketing,South,5,478,21803
2020-08-12,17965,29284,Marketing,North,4,81,-11319
2021-04-17,23730,16156,HR,North,7,431,7574
2020-12-25,39553,20963,HR,North,6,366,18590
2021-06-23,18301,22989,Sales,South,3,425,-4688
2022-03-21,28936,23941,HR,South,1,407,4995
2021-08-31,24155,20779,HR,North,7,100,3376
2022-12-05,31117,23426,Operations,West,5,105,7691
2020-01-01,12042,5778,Sales,West,1,252,6264
2021-11-08,28565,8159,Finance,South,1,133,20406
2023-06-22,47260,11395,Sales,East,6,99,35865
2023-05-27,46326,6746,Marketing,West,4,178,39580
2020-10-17,13658,10974,Marketing,North,8,265,2684
2020-07-22,26319,10150,Sales,East,2,132,16169
2023-05-10,29078,17132,Sales,South,4,199,11946
2021-07-19,46652,21804,Marketing,West,8,193,24848
2021-04-26,47548,15043,Operations,East,8,208,32505
2021-05-25,29668,23492,Operations,South,5,57,6176
2022-07-12,48720,9674,Operations,South,3,380,39046
2020-10-04,32546,26729,Operations,North,4,409,5817
2022-10-01,47874,8996,Marketing,West,3,442,38878
2020-01-16,47165,27466,IT,East,2,262,19699
2020-12-21,38898,14550,HR,North,4,230,24348
2020-12-21,39907,25294,HR,West,9,142,14613
2022-04-09,39372,7626,HR,East,6,63,31746
2021-08-21,24822,5490,HR,South,4,118,19332
2023-01-06,29776,14487,Marketing,South,1,485,15289
2022-07-16,42406,27316,IT,West,7,459,15090
2022-12-26,20462,15273,Marketing,North,2,321,5189
2022-05-08,46479,24755,IT,East,6,308,21724
2020-08-01,44354,18684,Marketing,East,1,490,25670
2021-03-24,49906,16366,Sales,South,7,321,33540
2022-08-22,17662,25448,IT,West,4,245,-7786
2023-12-27,17404,27221,HR,North,3,381,-9817
2023-02-12,19542,20906,IT,South,7,356,-1364
2022-02-25,25904,9989,Finance,South,3,136,15915
2023-12-14,37774,17021,Operations,North,8,96,20753
2021-05-13,18556,27355,IT,East,4,225,-8799
2021-12-10,22806,8380,Finance,East,3,8,14426
2021-01-14,24864,10689,Operations,West,7,14,14175
2023-03-12,40016,13603,Finance,South,7,24,26413
2022-01-09,43749,12473,Operations,West,9,192,31276
2021-09-23,46320,6676,Sales,East,7,241,39644
2022-11-13,27305,12790,IT,North,6,489,14515
2021-06-22,21938,10282,Finance,East,3,349,11656
2022-08-02,26318,24095,Sales,East,4,25,2223
2023-01-03,30379,18376,HR,South,8,390,12003
2022-01-22,47820,14431,IT,East,6,129,33389
2021-06-18,15406,5602,Marketing,West,9,87,9804
2021-11-03,30661,6937,Marketing,North,8,233,23724
2022-11-30,27858,29505,Marketing,South,8,289,-1647
2021-07-21,40816,29601,Finance,North,7,398,11215
2023-12-07,22850,11812,Finance,West,1,447,11038
2021-02-18,22601,6067,Operations,West,5,56,16534
2021-03-24,49866,18401,Marketing,East,7,190,31465
2021-09-01,36644,10252,HR,West,9,28,26392
2021-10-19,37428,18472,Finance,East,4,29,18956
2021-03-11,49487,27247,IT,South,8,491,22240
2021-12-05,43380,5379,Finance,North,1,488,38001
2020-08-26,17286,26886,IT,East,4,279,-9600
2022-12-01,20068,24566,Finance,East,4,172,-4498
2022-01-03,19805,25131,Operations,South,2,38,-5326
2022-03-10,13017,10196,Operations,West,3,433,2821
2020-01-10,31172,26516,Operations,East,3,299,4656
2022-01-16,19926,27424,HR,West,9,266,-7498
2023-07-12,33486,18881,Finance,East,7,27,14605
2020-05-18,40397,17119,IT,West,2,136,23278
2021-12-31,39511,25504,Finance,East,9,236,14007
2020-07-14,20002,13737,Sales,North,8,245,6265
2023-01-02,13201,10259,Operations,North,6,452,2942
2023-06-02,43520,29850,Marketing,North,6,469,13670
2023-01-30,37048,16633,Sales,East,2,85,20415
2020-09-20,40130,15461,Sales,West,3,414,24669
2022-08-02,11341,7922,Operations,South,6,13,3419
2022-07-08,23981,8387,Marketing,South,3,58,15594
2020-06-09,18696,26826,Operations,South,7,259,-8130
2023-06-10,24525,26936,Operations,North,5,468,-2411
2021-05-05,36545,19553,Marketing,North,4,100,16992
2022-02-08,38625,15062,Sales,North,8,104,23563
2020-11-06,15565,25397,Sales,West,2,261,-9832
2020-08-14,24947,26751,Finance,North,3,278,-1804
2020-09-29,40077,29686,Marketing,West,4,442,10391
2022-07-26,16517,11959,Sales,West,6,66,4558
2020-11-12,24287,14947,HR,West,5,89,9340
2023-01-14,21829,27674,Operations,East,5,296,-5845
2020-10-17,12422,14559,HR,South,7,88,-2137
2021-12-29,39060,5551,HR,West,8,378,33509
2023-11-28,15985,5133,Finance,South,6,5,10852
2023-12-21,49715,11607,Finance,West,3,144,38108
2021-01-09,23790,16103,Finance,West,4,117,7687
2021-07-20,35168,15205,HR,North,1,271,19963
2022-05-17,34019,11599,IT,South,5,499,22420
2022-01-24,13668,18372,IT,West,8,205,-4704
2020-09-08,20744,10124,HR,South,3,75,10620
2020-11-02,38754,6060,Operations,North,4,80,32694
2023-12-24,29522,28768,HR,West,4,18,754
2021-11-05,14509,19048,HR,North,6,217,-4539
2022-05-17,12500,23570,Finance,West,9,431,-11070
2020-09-20,19904,24049,Finance,North,3,102,-4145
2020-03-08,36921,8170,Finance,North,4,488,28751
2023-02-04,26683,15919,IT,East,6,132,10764
2023-11-24,22416,24030,HR,West,6,309,-1614
2023-05-07,24833,21979,Operations,West,7,58,2854
2023-04-30,28290,20583,Operations,West,1,112,7707
2021-05-28,45253,9106,Finance,South,9,85,36147
2022-02-07,24003,27201,Finance,East,2,331,-3198
2021-03-17,16120,8421,HR,South,4,314,7699
2020-01-01,24251,21303,Operations,West,3,116,2948
2020-12-23,32486,7278,HR,East,3,315,25208
2023-02-12,38334,22548,IT,North,5,162,15786
2022-06-21,16172,22001,HR,East,7,286,-5829
2023-05-05,32706,18052,Finance,North,7,438,14654
2020-09-30,28472,5450,Sales,West,7,324,23022
2022-05-05,31695,14990,IT,West,3,206,16705
2022-10-14,49255,17778,Operations,North,9,331,31477
2023-03-29,21055,12372,Operations,East,6,68,8683
2020-06-21,42716,6892,Finance,South,8,410,35824
2021-08-07,16880,26912,Finance,East,1,387,-10032
2023-12-27,38949,23838,IT,North,4,248,15111
2022-07-17,29810,18362,Finance,North,7,57,11448
2021-04-25,10528,8808,Sales,South,9,165,1720
2021-03-30,28308,14476,IT,South,3,166,13832
2020-07-14,32844,23141,Finance,South,6,297,9703
2022-03-06,32360,21606,Marketing,North,8,4,10754
2021-08-21,32405,28337,Sales,West,3,410,4068
2023-08-25,27246,28420,IT,East,6,295,-1174
2021-07-09,37792,23749,Marketing,South,9,365,14043
2022-04-27,30704,6609,HR,North,9,106,24095
2021-03-14,40589,28605,Sales,East,6,108,11984
2021-10-11,32436,6223,HR,South,5,170,26213
2020-12-24,34643,6907,Marketing,West,1,267,27736
2022-11-25,28026,19978,Operations,East,3,267,8048
2022-11-23,25693,15943,Operations,East,3,54,9750
2023-01-16,19212,10810,Finance,North,4,486,8402
2021-10-19,47964,17161,Operations,North,5,166,30803
2020-01-16,23850,27832,HR,North,8,254,-3982
2022-01-14,49767,29350,Sales,West,9,276,20417
2021-02-24,17322,19063,HR,East,7,154,-1741
2021-07-06,45911,9937,HR,South,6,128,35974
2022-02-05,40387,27132,Operations,West,3,486,13255
2022-03-03,15678,22615,HR,South,9,76,-6937
2023-02-23,11382,17260,Marketing,South,1,375,-5878
2022-10-28,31780,14939,IT,North,9,221,16841
2022-05-29,37506,15750,IT,South,3,270,21756
2022-05-01,41848,5737,IT,South,9,434,36111
2021-05-24,49882,25820,Finance,West,1,123,24062
2023-11-26,11705,24363,Operations,North,8,25,-12658
2023-04-14,15997,20935,Operations,South,6,439,-4938
2022-08-23,32447,15143,IT,South,9,435,17304
2022-07-02,24535,21913,Sales,South,4,106,2622
2023-10-22,34480,17321,Finance,East,5,106,17159
2020-01-18,41051,28525,IT,East,6,103,12526
2020-02-25,22129,9418,HR,North,9,474,12711
2022-07-07,40785,14396,IT,West,6,266,26389
2022-11-24,39402,6986,IT,North,9,14,32416
2022-06-20,12704,5346,Sales,East,2,133,7358
2021-09-21,37027,10825,Operations,North,4,441,26202
2022-03-04,15725,6215,Operations,West,3,22,9510
2020-12-12,35223,18890,HR,North,4,75,16333
2022-11-21,36769,15960,IT,South,1,285,20809
2022-06-26,37384,29429,Marketing,West,2,391,7955
2022-10-20,42145,27182,HR,West,4,244,14963
2023-03-02,42892,5244,Operations,West,4,256,37648
2021-07-29,40027,19119,Sales,North,5,146,20908
2020-07-17,22767,28442,Operations,North,9,415,-5675
2023-07-03,31481,16243,Operations,South,1,427,15238
2023-09-27,47575,5132,Sales,West,8,212,42443
2023-06-08,28354,20556,IT,South,3,249,7798
2020-10-27,29146,22754,IT,West,9,35,6392
2022-10-13,31901,6087,Operations,East,8,327,25814
2020-01-26,13101,14839,HR,North,8,253,-1738
2023-11-11,38727,15083,Marketing,South,9,350,23644
2023-08-01,44422,18415,HR,North,4,260,26007
2021-03-25,26515,25386,Finance,North,5,307,1129
2020-11-15,34806,15452,HR,East,7,350,19354
2020-06-04,43162,18828,Operations,East,2,286,24334
2021-04-15,13573,13310,Operations,West,7,350,263
2021-02-23,49874,7903,Marketing,East,3,181,41971
2023-02-10,35508,28206,Marketing,West,6,210,7302
2021-10-12,35985,5894,Marketing,East,6,491,30091
2023-12-16,15060,6265,Operations,East,6,110,8795
2022-06-04,20933,27807,Operations,South,2,330,-6874
2022-07-18,16632,21746,HR,East,9,142,-5114
2022-04-14,49523,28548,Operations,South,8,164,20975
2022-05-25,32973,14965,Finance,East,7,87,18008
2022-07-30,15589,13505,IT,South,9,140,2084
2022-09-20,21612,27016,IT,North,4,332,-5404
2023-08-01,28888,23090,Marketing,West,2,162,5798
2021-07-25,29417,12334,Operations,East,4,26,17083
2020-02-23,22015,28297,Finance,South,3,134,-6282
2021-08-27,45744,18374,IT,East,2,357,27370
2020-11-20,27855,18348,HR,South,2,115,9507
2022-08-27,21891,20375,Sales,South,8,181,1516
2022-06-03,37762,7393,HR,East,5,399,30369
2020-09-21,16595,16802,Sales,West,6,362,-207
2021-01-16,38557,29510,Finance,South,8,359,9047
2023-05-21,31936,8694,HR,North,7,147,23242
2020-11-28,28281,22373,IT,East,7,360,5908
2022-10-30,12192,19911,Operations,North,7,431,-7719
2023-10-13,43859,25064,Sales,South,7,215,18795
2020-07-21,44946,15655,Operations,South,8,484,29291
2020-02-27,42309,14096,Finance,East,1,77,28213
2023-05-31,45455,11410,Operations,West,3,95,34045
2023-10-24,38672,8397,IT,North,1,445,30275
2023-12-12,13756,25381,Finance,West,8,485,-11625
2021-06-30,48829,18031,Marketing,North,2,218,30798
2022-05-20,32918,5910,Marketing,West,7,363,27008
2020-04-12,14494,27970,Sales,East,6,368,-13476
2023-03-30,44047,27365,IT,North,1,52,16682
2023-05-08,16538,23507,Operations,East,6,274,-6969
2023-03-29,12221,23235,HR,West,9,444,-11014
2022-05-14,15164,19915,HR,West,3,175,-4751
2023-03-05,43622,27840,Finance,West,7,313,15782
2021-02-01,45980,17863,Sales,East,4,33,28117
2021-01-26,29152,16957,Sales,South,1,360,12195
2020-04-15,24385,6615,Sales,South,7,416,17770
2022-12-13,33612,15582,IT,North,1,132,18030
2023-07-24,22530,14397,HR,East,4,425,8133
2020-04-20,13340,9026,Finance,East,9,275,4314
2020-08-11,33124,11869,IT,East,5,7,21255
2020-03-15,43043,15871,Finance,West,7,495,27172
2021-05-20,22295,23830,IT,East,7,227,-1535
2022-11-03,30247,8312,Operations,South,3,255,21935
2022-02-08,10714,13014,IT,North,8,282,-2300
2021-04-26,48822,28241,IT,South,1,236,20581
2023-04-27,10809,10019,Operations,East,4,343,790
2020-12-29,40144,15293,Marketing,North,4,354,24851
2020-08-26,30362,8216,Operations,North,2,435,22146
2023-11-25,10036,26859,Sales,East,6,184,-16823
2022-04-25,42402,25053,Marketing,East,1,199,17349
2022-09-11,34498,16222,HR,South,3,203,18276
2023-08-20,38387,23908,Finance,South,9,435,14479
2023-01-19,20273,28882,IT,West,6,136,-8609
2021-01-26,35030,18603,Marketing,West,2,397,16427
2023-04-22,21403,18340,HR,West,9,288,3063
2022-11-06,25037,15934,Operations,East,2,489,9103
2022-08-22,29039,23345,Operations,East,7,290,5694
2020-01-12,24017,27687,Sales,West,1,146,-3670
2023-04-04,27365,9625,Sales,West,5,207,17740
2020-05-25,49215,13292,Marketing,South,7,55,35923
2023-07-29,22583,14505,Finance,West,3,299,8078
2020-06-17,42919,8448,IT,West,4,408,34471
2022-04-26,19514,24628,Operations,North,5,495,-5114
2020-06-18,48416,19678,Marketing,West,3,405,28738
2022-02-03,11511,11047,Marketing,North,6,402,464
2023-10-01,28642,26058,Finance,West,3,398,2584
2021-05-13,26615,6214,Marketing,North,8,250,20401
2023-08-13,41589,28990,Sales,West,7,437,12599
2023-03-11,34225,25010,Finance,South,1,275,9215
2022-06-15,30846,14558,Operations,East,2,205,16288
2022-12-12,39152,12875,Sales,North,4,313,26277
2020-04-27,10571,27652,Sales,East,5,192,-17081
2020-12-30,36188,18919,Finance,South,4,336,17269
2020-05-15,23217,20225,Finance,West,4,2,2992
2023-12-08,16609,28196,Marketing,West,9,185,-11587
2023-01-05,15151,16815,HR,South,4,162,-1664
2021-07-10,16406,10479,HR,East,4,49,5927
2020-01-18,24893,5172,HR,East,4,90,19721
2021-02-06,42956,22270,Marketing,East,2,438,20686
2020-07-23,17145,21044,IT,East,8,251,-3899
2021-05-13,48695,11263,Operations,North,4,22,37432
2020-11-19,43367,25752,Marketing,East,5,212,17615
2021-08-17,23133,16621,Marketing,North,8,477,6512
2021-07-15,22209,14601,Sales,South,4,466,7608
2023-07-28,36965,12056,HR,West,5,477,24909
2023-04-04,19145,26337,Finance,North,5,234,-7192
2023-06-20,44638,19245,Marketing,East,6,172,25393
2021-04-23,30645,20678,IT,West,7,91,9967
2020-06-12,28408,5260,Operations,North,3,163,23148
2020-11-19,22521,24736,IT,West,3,285,-2215
2021-07-04,31878,6352,Marketing,South,9,6,25526
2022-04-10,48221,10243,Marketing,East,1,244,37978
2021-10-01,44595,14691,Sales,South,8,421,29904
2021-09-25,31086,17565,IT,West,3,379,13521
2022-01-28,26923,24390,Sales,South,5,473,2533
2020-07-26,26225,22206,Finance,East,3,341,4019
2020-11-10,17202,21915,IT,North,1,442,-4713
2020-10-30,40139,24204,HR,South,5,448,15935
2022-06-19,41974,5166,Finance,East,8,159,36808
2020-08-26,36941,26310,HR,West,5,123,10631
2022-03-14,47206,17523,IT,South,4,360,29683
2023-06-01,29885,22439,Sales,North,9,434,7446
2023-01-16,21218,6254,HR,South,1,464,14964
2023-12-23,38750,9286,Marketing,West,5,188,29464
2023-05-28,41612,13009,Operations,West,1,14,28603
2020-10-01,16716,9007,Sales,West,6,70,7709
2022-08-11,26088,19992,Finance,South,9,139,6096
2022-12-25,41001,12758,Finance,South,2,411,28243
2023-12-17,49586,14723,IT,South,4,358,34863
2020-09-11,32584,19590,Finance,North,8,325,12994
2020-05-04,14286,20638,Operations,East,3,79,-6352
2023-03-15,14739,17234,Operations,South,7,294,-2495
2021-09-06,40158,19011,Marketing,North,7,318,21147
2021-01-19,44857,12889,Finance,West,2,437,31968
2021-03-22,15605,17016,Sales,South,4,80,-1411
2021-01-21,49590,20415,Operations,South,1,146,29175
2021-01-17,13321,9744,Sales,South,8,373,3577
2023-07-24,43984,29681,Marketing,North,9,225,14303
2023-11-06,47653,14796,IT,South,1,227,32857
2020-05-03,22170,16965,Operations,South,7,382,5205
2023-07-14,18933,9287,Operations,East,1,180,9646
2023-02-08,32692,6002,Operations,North,1,24,26690
2023-11-05,41474,18589,Finance,East,9,99,22885
2023-03-27,19906,17922,Sales,East,6,391,1984
2021-12-28,33814,5084,Operations,East,1,270,28730
2022-06-14,45565,24379,Sales,East,7,434,21186
2023-02-15,10818,18015,Finance,West,3,94,-7197
2020-11-23,18434,20373,HR,South,4,280,-1939
2021-11-24,40571,10156,HR,East,4,463,30415
2022-12-27,38890,12194,Sales,North,8,269,26696
2023-12-28,22069,10783,Finance,South,1,147,11286
2020-12-24,42780,10695,HR,East,8,285,32085
2022-09-29,48662,17357,Marketing,East,9,22,31305
2022-03-07,33434,21537,Marketing,North,7,2,11897
2021-03-18,17392,14653,HR,West,1,103,2739
2020-06-12,26102,27798,IT,North,7,461,-1696
2022-08-30,43457,28068,Sales,West,6,36,15389
2020-12-26,32262,7019,HR,West,5,294,25243
2021-08-07,21932,21155,Sales,West,5,274,777
2023-02-16,21766,5570,Finance,East,1,51,16196
2022-05-02,32711,12922,HR,East,6,143,19789
2022-10-07,23292,21200,Marketing,West,4,384,2092
2023-05-03,30687,29724,Finance,West,1,483,963
2022-10-20,35899,16769,IT,East,8,436,19130
2020-08-28,17408,11153,Sales,West,8,17,6255
2021-10-27,20694,24075,IT,East,4,368,-3381
2021-07-18,44533,29053,Marketing,West,7,77,15480
2023-03-11,25237,15301,Operations,East,3,278,9936
2022-04-11,15778,10507,Operations,North,8,123,5271
2022-09-02,45059,9869,Sales,West,7,438,35190
2020-01-31,36561,27233,Finance,West,5,436,9328
2020-08-10,14866,20591,Marketing,North,5,488,-5725
2020-09-22,18429,27351,Sales,South,9,384,-8922
2023-07-29,32837,8655,Finance,West,6,469,24182
2022-02-26,44075,21347,Sales,South,6,346,22728
2021-01-15,44853,28055,Sales,North,2,174,16798
2021-07-09,36395,27053,IT,West,5,132,9342
2020-03-02,26415,7492,HR,South,4,263,18923
2021-12-13,41986,17304,Marketing,West,3,394,24682
2022-04-26,34104,11512,IT,West,9,271,22592
2021-06-04,10291,20243,Finance,East,7,410,-9952
2022-12-30,13686,13774,HR,South,4,208,-88
2021-08-24,11642,9350,Sales,East,9,296,2292
2020-05-19,41477,27983,Operations,East,9,226,13494
2023-09-01,34150,15882,IT,South,7,189,18268
2023-09-25,18769,9656,Marketing,South,5,465,9113
2021-08-12,39833,13511,Marketing,East,9,358,26322
2021-06-11,13909,25699,HR,West,7,144,-11790
2021-06-24,42078,26178,IT,West,9,354,15900
2023-12-10,22268,22821,Sales,North,3,251,-553
2021-01-09,20844,21415,HR,West,9,376,-571
2020-10-17,18638,5714,Finance,South,1,477,12924
2020-02-12,47141,29339,Marketing,South,5,245,17802
2022-12-12,21233,20089,Finance,North,2,18,1144
2023-06-09,40496,14231,IT,South,1,203,26265
2023-05-20,27806,21792,Operations,East,3,204,6014
2020-01-08,23271,20163,Finance,North,7,485,3108
2021-04-27,49513,21008,Sales,North,3,2,28505
2020-02-11,29465,12346,Marketing,West,9,438,17119
2020-11-28,49502,13038,IT,West,3,376,36464
2023-06-10,23860,29124,Operations,East,6,402,-5264
2022-12-29,18250,29048,Marketing,East,2,54,-10798
2022-11-05,31310,26415,Operations,West,8,166,4895
2020-03-09,37982,22511,Marketing,West,5,353,15471
2020-02-22,42206,26820,HR,East,2,329,15386
2021-11-15,19764,13898,HR,West,7,143,5866
2022-09-20,22842,17031,HR,North,3,448,5811
2023-11-03,47491,16215,IT,East,5,92,31276
2021-06-10,34043,16851,HR,West,9,8,17192
2020-03-03,47971,5782,IT,South,1,252,42189
2020-09-17,12976,10300,Sales,South,2,430,2676
2023-02-18,17426,23563,HR,East,5,100,-6137
2022-05-07,32887,28190,IT,South,4,39,4697
2023-06-17,36710,6178,Marketing,South,1,436,30532
2023-02-04,16486,7406,IT,North,7,136,9080
2020-06-28,49258,18546,Finance,East,9,362,30712
2022-11-05,32623,24191,IT,South,1,434,8432
2020-12-20,33806,17452,Finance,West,8,50,16354
2022-07-22,15973,24148,Marketing,East,9,83,-8175
2023-08-25,39157,7724,IT,East,2,254,31433
2021-12-27,15521,7535,Marketing,South,1,196,7986
2021-08-11,22891,29788,Finance,South,6,27,-6897
2021-08-27,26795,15140,Operations,North,7,77,11655
2020-06-29,32474,26245,HR,West,2,294,6229
2020-06-22,36507,27684,Finance,North,5,255,8823
2020-12-19,20687,29240,Sales,North,5,21,-8553
2020-12-19,43014,24530,IT,West,7,218,18484
2023-05-27,21009,27962,Marketing,South,1,45,-6953
2023-08-31,33226,6201,HR,North,8,442,27025
2021-03-09,32948,15011,IT,East,5,407,17937
2022-06-23,44939,7889,HR,North,3,182,37050
2020-10-08,32102,22028,Operations,West,9,286,10074
2020-09-15,44828,15551,IT,North,3,479,29277
2022-05-17,46102,27335,Marketing,North,7,351,18767
2021-07-12,43712,25606,Operations,East,7,144,18106
2020-01-05,36823,17664,IT,West,8,52,19159
2021-08-18,15361,20704,HR,East,8,251,-5343
2021-01-28,35838,9320,Operations,South,4,106,26518
2020-12-01,24638,8088,Marketing,West,1,297,16550
2020-03-03,48052,13688,IT,North,4,199,34364
2020-02-13,33265,15208,HR,East,6,337,18057
2020-06-01,34751,13664,HR,East,6,280,21087
2022-05-03,20916,15080,Finance,West,6,148,5836
2023-03-25,19509,24766,Operations,East,7,103,-5257
2020-10-01,41102,12925,IT,West,1,411,28177
2023-10-13,34324,6160,Finance,South,1,2,28164
2021-03-01,24003,15714,HR,West,7,256,8289
2021-04-27,37943,9312,Operations,West,4,60,28631
2020-08-01,43101,13387,Sales,South,6,307,29714
2020-03-19,39943,23632,HR,South,6,385,16311
2020-05-18,19456,25845,Operations,North,9,482,-6389
2022-08-07,21369,24150,Sales,East,2,91,-2781
2020-04-07,29329,22935,Operations,South,4,101,6394
2021-10-25,23218,7447,HR,South,4,114,15771
2020-07-16,31164,27028,Sales,East,7,262,4136
2022-02-23,47424,9309,Operations,East,1,422,38115
2020-06-04,22410,15580,IT,North,5,54,6830
2022-12-09,39730,28880,Sales,North,4,188,10850
2021-04-23,12665,13310,Operations,West,2,27,-645
2020-08-15,49899,8496,IT,North,5,240,41403
2021-06-05,47703,6716,Sales,South,9,80,40987
2020-05-28,10415,26321,Operations,South,8,190,-15906
2022-12-17,43475,24298,HR,East,9,319,19177
2020-06-10,34172,20732,Sales,North,7,355,13440
2022-05-12,12684,6672,Sales,West,7,91,6012
2023-02-04,17494,14394,IT,West,2,35,3100
2023-12-21,29750,6455,Finance,West,3,58,23295
2021-01-29,29887,19031,Finance,West,8,189,10856
2022-03-11,30826,18232,Operations,East,2,253,12594
2020-07-04,16180,27929,HR,North,7,36,-11749
2021-07-11,12559,21340,IT,North,6,358,-8781
2021-03-21,13971,12026,Sales,North,4,92,1945
2022-04-09,45725,20438,Finance,North,4,56,25287
2020-03-27,28113,8978,IT,West,3,67,19135
2023-06-26,22951,7471,IT,West,6,313,15480
2023-07-04,35617,13309,IT,East,3,169,22308
2023-07-24,42794,5367,Sales,East,9,287,37427
2021-03-13,12583,18417,Marketing,West,4,131,-5834
2021-05-30,35628,24560,IT,South,4,166,11068
2022-08-04,36250,8374,Marketing,North,2,437,27876
2023-05-10,13055,11773,Finance,East,2,52,1282
2022-01-25,16801,19205,HR,West,7,152,-2404
2022-03-07,44426,8812,Finance,North,5,410,35614
2023-04-18,46719,27675,HR,North,3,105,19044
2021-11-16,33840,27369,HR,West,6,367,6471
2020-11-20,19933,23581,Finance,South,6,92,-3648
2021-09-14,41979,26295,Operations,South,1,201,15684
2021-11-17,14137,19351,Sales,East,3,293,-5214
2021-02-03,21423,5900,Marketing,West,5,373,15523
2022-05-17,34315,21576,Operations,East,7,219,12739
2020-08-04,44482,7770,Marketing,South,4,432,36712
2022-03-19,46115,16540,Sales,East,8,67,29575
2022-08-18,44754,10180,IT,East,3,169,34574
2022-09-27,46312,20308,Finance,South,6,305,26004
2023-11-28,33363,22334,Operations,North,6,28,11029
2022-07-20,27085,11679,Sales,North,9,288,15406
2020-08-27,46554,8606,Finance,South,4,355,37948
2023-04-24,24415,19678,Operations,North,7,455,4737
2020-02-17,31398,26422,HR,West,1,327,4976
2023-11-10,42691,5257,Operations,North,1,469,37434
2023-05-16,16659,22605,IT,South,2,32,-5946
2023-03-26,30644,19388,IT,West,4,166,11256
2023-06-02,13044,22034,Marketing,East,6,404,-8990
2023-03-13,13883,15510,Operations,South,4,136,-1627
2023-12-13,41712,7425,HR,South,6,68,34287
2023-02-08,29324,20011,IT,North,2,154,9313
2022-05-24,31545,24543,Marketing,West,9,463,7002
2020-05-11,28204,5397,HR,South,3,326,22807
2021-09-16,33268,26685,HR,West,7,304,6583
2021-08-23,25762,16106,HR,West,1,96,9656
2021-11-03,38371,26786,Sales,North,8,197,11585
2020-11-29,28847,29084,IT,South,4,108,-237
2023-01-03,46139,21944,Sales,West,5,46,24195
2023-12-06,20116,13381,Sales,West,7,186,6735
2020-02-05,40125,13396,IT,East,3,454,26729
2022-02-16,41404,16207,Operations,North,9,323,25197
2020-08-10,38436,26483,Finance,South,9,285,11953
2021-06-13,12788,8371,Marketing,West,8,83,4417
2020-08-28,42149,8041,Finance,North,1,138,34108
2020-05-13,14125,11844,Finance,South,2,327,2281
2021-01-25,13606,14897,Finance,West,2,237,-1291
2020-04-11,42988,26782,Finance,South,3,449,16206
2021-11-11,31306,22096,IT,South,2,321,9210
2021-05-12,20833,8456,Finance,North,1,145,12377
2021-05-25,31997,15876,Marketing,North,5,278,16121
2021-12-03,43521,28331,Operations,East,6,100,15190
2022-09-20,39948,9406,IT,East,7,14,30542
2022-08-06,17488,18165,Finance,East,7,262,-677
2023-09-28,49974,16791,HR,West,2,414,33183
2022-04-20,17938,18144,IT,East,7,494,-206
2020-01-06,48726,12649,Operations,South,2,47,36077
2022-08-15,25770,8877,Finance,North,2,225,16893
2020-07-12,16635,24906,Sales,South,6,404,-8271
2022-01-11,18629,10651,IT,North,6,144,7978
2023-03-06,41668,17818,HR,North,8,196,23850
2022-06-30,31487,9112,IT,South,5,290,22375
2021-04-17,22869,9565,Sales,South,5,257,13304
2020-08-03,19219,26290,IT,West,1,461,-7071
2023-10-04,26673,26807,HR,North,4,432,-134
2022-05-25,26763,9977,Operations,East,1,8,16786
2023-04-21,21043,24062,HR,West,5,278,-3019
2023-04-06,19570,13775,Operations,East,8,324,5795
2020-02-07,16886,26325,HR,West,1,290,-9439
2021-04-15,11958,28713,Marketing,North,3,444,-16755
2021-03-27,34641,15188,IT,South,1,429,19453
2023-03-11,12183,5841,IT,South,6,293,6342
2022-10-09,39070,15567,Sales,North,1,377,23503
2020-04-12,13774,9038,Marketing,South,3,23,4736
2020-02-11,39018,6804,Sales,North,5,84,32214
2022-08-04,30303,13921,IT,North,5,255,16382
2023-03-16,24272,9349,Sales,North,2,373,14923
2020-03-06,32586,14655,Operations,West,3,24,17931
2022-07-31,43545,19906,Marketing,South,9,475,23639
2020-07-11,12566,19879,HR,West,1,397,-7313
2023-08-14,20953,9946,Operations,East,1,325,11007
2022-11-27,41696,15359,Finance,North,2,336,26337
